claim_status,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count
claim,not verified,active,720878.0,40469.0,14990.0,145.0,36.0
claim,not verified,active,30767.0,6521.0,1238.0,70.0,18.0
claim,not verified,active,612895.0,392902.0,2685.0,5092.0,92.0
claim,not verified,under review,978688.0,39990.0,2251.0,374.0,113.0
claim,not verified,active,880691.0,223887.0,15829.0,2777.0,858.0
claim,not verified,active,292697.0,71886.0,20695.0,987.0,0.0
claim,not verified,active,332683.0,3134.0,1188.0,2.0,0.0
claim,not verified,banned,521709.0,81308.0,26338.0,1925.0,391.0
claim,not verified,active,380503.0,223421.0,69703.0,2618.0,727.0
claim,not verified,active,186578.0,47010.0,3247.0,985.0,148.0
claim,not verified,banned,388687.0,55101.0,7429.0,264.0,149.0
claim,not verified,active,928857.0,103107.0,11132.0,2372.0,5.0
claim,not verified,banned,236232.0,48070.0,13438.0,877.0,529.0
claim,not verified,active,268669.0,44638.0,14343.0,555.0,92.0
claim,not verified,active,255360.0,126332.0,23729.0,113.0,71.0
claim,not verified,active,801777.0,258036.0,54493.0,2.0,0.0
claim,not verified,banned,461405.0,5166.0,50.0,110.0,30.0
claim,not verified,active,104049.0,19260.0,4189.0,319.0,187.0
claim,not verified,active,979397.0,227860.0,72354.0,5448.0,1336.0
claim,not verified,active,222074.0,60669.0,18536.0,787.0,28.0
claim,not verified,active,797649.0,112502.0,14160.0,1843.0,1018.0
claim,not verified,active,894939.0,312987.0,99496.0,3299.0,506.0
claim,not verified,active,118990.0,53278.0,17555.0,278.0,151.0
claim,not verified,active,310541.0,43457.0,16872.0,332.0,55.0
claim,not verified,active,321890.0,71828.0,1800.0,1627.0,164.0
claim,not verified,banned,569873.0,90527.0,14661.0,1094.0,590.0
claim,not verified,active,707195.0,136918.0,8612.0,2595.0,419.0
claim,not verified,active,442796.0,210164.0,20759.0,1876.0,1187.0
claim,not verified,active,113742.0,47826.0,9056.0,744.0,474.0
claim,not verified,banned,408763.0,179318.0,46755.0,916.0,569.0
claim,not verified,under review,174532.0,66994.0,2427.0,1481.0,111.0
claim,not verified,active,362993.0,145514.0,31206.0,3004.0,1122.0
claim,not verified,active,395136.0,11989.0,2030.0,237.0,56.0
claim,not verified,active,481885.0,231625.0,88106.0,762.0,230.0
claim,not verified,active,509476.0,98934.0,32608.0,896.0,591.0
claim,not verified,active,940088.0,8836.0,2689.0,121.0,52.0
claim,not verified,banned,409476.0,110637.0,3296.0,2392.0,701.0
claim,not verified,under review,209128.0,4496.0,676.0,39.0,23.0
claim,not verified,active,591121.0,274018.0,20094.0,2550.0,162.0
claim,not verified,active,203688.0,3357.0,149.0,11.0,6.0
claim,not verified,banned,844374.0,512785.0,24814.0,8129.0,686.0
claim,not verified,active,339503.0,216282.0,50935.0,3507.0,585.0
claim,not verified,active,291006.0,112029.0,5107.0,1378.0,643.0
claim,not verified,active,579039.0,315306.0,89379.0,4793.0,108.0
claim,not verified,active,794403.0,268830.0,5821.0,4138.0,1036.0
claim,not verified,active,532908.0,297038.0,52275.0,1127.0,449.0
claim,not verified,active,873899.0,153669.0,57962.0,1087.0,713.0
claim,not verified,active,990941.0,451514.0,179948.0,8841.0,5035.0
claim,not verified,active,82299.0,33769.0,2077.0,24.0,8.0
claim,not verified,active,498512.0,58103.0,7834.0,1089.0,330.0
claim,not verified,under review,257237.0,22475.0,4957.0,556.0,91.0
claim,not verified,banned,567579.0,195204.0,75890.0,3842.0,922.0
claim,not verified,under review,271619.0,7478.0,399.0,154.0,4.0
claim,not verified,active,348780.0,9767.0,1741.0,224.0,85.0
claim,not verified,active,869929.0,336444.0,20113.0,7022.0,3953.0
claim,not verified,active,236200.0,16988.0,5638.0,268.0,27.0
claim,not verified,banned,853997.0,357997.0,71456.0,8781.0,3460.0
claim,not verified,active,422223.0,38532.0,14451.0,482.0,313.0
claim,not verified,active,255287.0,125303.0,15356.0,744.0,153.0
claim,not verified,active,417431.0,119530.0,31426.0,981.0,315.0
claim,not verified,active,889949.0,209077.0,59880.0,2594.0,1666.0
claim,not verified,banned,333322.0,151387.0,47662.0,1250.0,492.0
claim,not verified,active,10065.0,2473.0,247.0,1.0,0.0
claim,not verified,active,350692.0,967.0,226.0,20.0,0.0
claim,not verified,active,863492.0,63079.0,5613.0,1573.0,265.0
claim,not verified,active,415799.0,212766.0,6042.0,836.0,435.0
claim,not verified,active,388851.0,168337.0,14997.0,1438.0,749.0
claim,not verified,active,326671.0,143957.0,10362.0,3125.0,1300.0
claim,not verified,under review,631808.0,179446.0,12500.0,61.0,9.0
claim,not verified,banned,51464.0,29979.0,3971.0,596.0,269.0
claim,not verified,under review,675410.0,185593.0,63513.0,3317.0,2189.0
claim,not verified,banned,256208.0,39227.0,15259.0,232.0,76.0
claim,not verified,under review,118728.0,51560.0,11611.0,294.0,172.0
claim,not verified,active,587303.0,1758.0,227.0,17.0,7.0
claim,not verified,under review,429065.0,144917.0,6241.0,2859.0,637.0
claim,not verified,under review,544129.0,69629.0,17848.0,927.0,505.0
claim,not verified,active,843938.0,559393.0,2375.0,12643.0,4104.0
claim,not verified,under review,693194.0,147811.0,23157.0,1566.0,920.0
claim,not verified,active,847759.0,396018.0,48328.0,1588.0,1038.0
claim,not verified,active,205617.0,125427.0,42754.0,2181.0,328.0
claim,not verified,active,476548.0,292780.0,12494.0,6246.0,3915.0
claim,not verified,active,20747.0,2427.0,771.0,21.0,3.0
claim,not verified,active,788061.0,174828.0,14659.0,2602.0,358.0
claim,not verified,active,513616.0,291059.0,82022.0,3535.0,764.0
claim,not verified,active,320973.0,6630.0,1685.0,156.0,92.0
claim,not verified,active,992216.0,139122.0,28540.0,2861.0,1334.0
claim,not verified,banned,414166.0,159695.0,54334.0,1308.0,446.0
claim,not verified,banned,258484.0,260.0,46.0,1.0,0.0
claim,not verified,banned,92015.0,30274.0,5001.0,104.0,40.0
claim,not verified,banned,395194.0,129811.0,25975.0,650.0,293.0
claim,not verified,banned,79754.0,40612.0,964.0,165.0,57.0
claim,not verified,under review,845704.0,26170.0,4554.0,624.0,260.0
claim,not verified,active,349525.0,130414.0,38879.0,1854.0,579.0
claim,not verified,active,175945.0,89492.0,29803.0,2197.0,1404.0
claim,not verified,active,790504.0,333165.0,34811.0,1075.0,209.0
claim,not verified,under review,79882.0,38038.0,6791.0,396.0,115.0
claim,not verified,active,711135.0,200918.0,56837.0,4094.0,2691.0
claim,not verified,active,551698.0,182084.0,69453.0,1412.0,689.0
claim,not verified,active,526101.0,297196.0,11937.0,2541.0,1122.0
claim,not verified,under review,425534.0,121087.0,38581.0,2998.0,1635.0
claim,not verified,active,315254.0,199586.0,43456.0,4945.0,10.0
claim,not verified,active,68029.0,38157.0,690.0,824.0,168.0
claim,not verified,active,755675.0,155006.0,55736.0,2057.0,1025.0
claim,not verified,banned,987261.0,487090.0,83571.0,975.0,409.0
claim,not verified,banned,41809.0,10427.0,2091.0,196.0,78.0
claim,not verified,under review,727640.0,252522.0,58005.0,6021.0,745.0
claim,not verified,active,748847.0,16714.0,5250.0,186.0,68.0
claim,not verified,banned,195895.0,108541.0,33686.0,1388.0,451.0
claim,not verified,active,688097.0,58117.0,6834.0,641.0,182.0
claim,not verified,active,712316.0,172722.0,16152.0,2237.0,1072.0
claim,not verified,under review,628841.0,205791.0,46585.0,4874.0,2963.0
claim,not verified,active,430971.0,37264.0,14691.0,318.0,125.0
claim,not verified,active,628591.0,138049.0,14232.0,138.0,31.0
claim,not verified,active,462731.0,166860.0,54928.0,1287.0,611.0
claim,not verified,active,691537.0,101337.0,2485.0,437.0,230.0
claim,not verified,active,429540.0,58914.0,7868.0,524.0,140.0
claim,not verified,active,480631.0,119822.0,44612.0,1376.0,895.0
claim,not verified,active,120911.0,36980.0,1330.0,740.0,330.0
claim,not verified,active,198832.0,72195.0,19477.0,958.0,462.0
claim,not verified,active,312814.0,40515.0,9454.0,608.0,141.0
claim,not verified,under review,972573.0,138167.0,25320.0,3331.0,968.0
claim,not verified,active,404746.0,253673.0,20400.0,1704.0,807.0
claim,not verified,under review,709275.0,455719.0,77474.0,8326.0,695.0
claim,not verified,active,532484.0,129122.0,33207.0,1298.0,513.0
claim,not verified,active,500256.0,216311.0,64043.0,1189.0,54.0
claim,not verified,active,7779.0,2983.0,349.0,3.0,2.0
claim,not verified,active,40589.0,14550.0,3143.0,79.0,36.0
claim,not verified,active,846702.0,516489.0,26225.0,7522.0,1860.0
claim,not verified,under review,821478.0,519793.0,143779.0,6664.0,1856.0
claim,not verified,active,510767.0,23671.0,4848.0,55.0,33.0
claim,not verified,under review,90525.0,13608.0,5265.0,200.0,78.0
claim,not verified,active,679753.0,333863.0,42376.0,71.0,33.0
claim,not verified,active,988644.0,389081.0,50450.0,1980.0,345.0
claim,not verified,active,638021.0,1074.0,27.0,5.0,2.0
claim,not verified,under review,119308.0,52081.0,17693.0,835.0,556.0
claim,not verified,active,866305.0,367284.0,86879.0,1647.0,1042.0
claim,not verified,active,856770.0,441618.0,110251.0,3899.0,1173.0
claim,not verified,active,376490.0,165831.0,1950.0,347.0,84.0
claim,not verified,banned,524939.0,89054.0,3112.0,1422.0,234.0
claim,not verified,under review,838820.0,287100.0,68161.0,2094.0,745.0
claim,not verified,under review,473667.0,204388.0,28781.0,3952.0,2530.0
claim,not verified,active,140774.0,47800.0,3255.0,569.0,47.0
claim,not verified,banned,821652.0,14065.0,3384.0,103.0,51.0
claim,not verified,active,759272.0,30088.0,3633.0,84.0,37.0
claim,not verified,banned,231377.0,129944.0,50159.0,1483.0,138.0
claim,not verified,active,682872.0,195277.0,36282.0,3681.0,494.0
claim,not verified,active,300987.0,97028.0,31124.0,1808.0,779.0
claim,not verified,banned,977704.0,527351.0,140873.0,251.0,75.0
claim,not verified,active,910733.0,604224.0,200978.0,6839.0,3186.0
claim,not verified,active,896381.0,34156.0,12251.0,163.0,46.0
claim,not verified,banned,814178.0,250875.0,7766.0,3166.0,1128.0
claim,not verified,active,461392.0,250218.0,69374.0,5026.0,2787.0
claim,not verified,banned,656331.0,194964.0,61620.0,3854.0,808.0
claim,not verified,active,4185.0,1252.0,441.0,6.0,3.0
claim,not verified,banned,231904.0,83966.0,27617.0,1902.0,83.0
claim,not verified,under review,510472.0,258936.0,67081.0,839.0,425.0
claim,not verified,under review,464253.0,54416.0,19357.0,1296.0,107.0
claim,not verified,under review,883264.0,468753.0,140156.0,7003.0,1787.0
claim,not verified,under review,364864.0,204506.0,51782.0,865.0,499.0
claim,not verified,active,178803.0,13200.0,3326.0,39.0,8.0
claim,not verified,under review,10411.0,2522.0,846.0,48.0,17.0
claim,not verified,under review,452248.0,40420.0,15257.0,594.0,241.0
claim,not verified,active,600200.0,303751.0,100631.0,4041.0,915.0
claim,not verified,active,277613.0,128273.0,42295.0,504.0,107.0
claim,not verified,active,484668.0,203550.0,24310.0,1307.0,32.0
claim,not verified,active,67656.0,36050.0,13124.0,854.0,474.0
claim,not verified,under review,32362.0,2568.0,382.0,17.0,1.0
claim,not verified,active,767090.0,137494.0,34133.0,2928.0,1510.0
claim,not verified,active,654607.0,78911.0,20324.0,632.0,160.0
claim,not verified,banned,916392.0,552232.0,36178.0,1237.0,550.0
claim,not verified,active,628766.0,313601.0,76938.0,4486.0,2779.0
claim,not verified,active,618521.0,308049.0,27559.0,555.0,83.0
claim,not verified,active,539249.0,198141.0,19222.0,1505.0,115.0
claim,not verified,active,221121.0,35979.0,10671.0,697.0,112.0
claim,not verified,active,861385.0,129234.0,51429.0,1843.0,653.0
claim,not verified,active,945901.0,70152.0,14236.0,191.0,87.0
claim,not verified,active,939991.0,376740.0,92544.0,8784.0,2921.0
claim,not verified,active,864444.0,500065.0,1395.0,6514.0,2581.0
claim,not verified,active,248313.0,160987.0,1734.0,1921.0,411.0
claim,not verified,active,332068.0,137340.0,35275.0,1070.0,695.0
claim,not verified,active,559604.0,274518.0,5688.0,558.0,63.0
claim,not verified,active,776518.0,515466.0,164777.0,5555.0,1286.0
claim,not verified,banned,484343.0,99131.0,14995.0,484.0,185.0
claim,not verified,active,765406.0,264391.0,48843.0,6573.0,1487.0
claim,not verified,under review,585297.0,24864.0,4213.0,499.0,119.0
claim,not verified,under review,956782.0,70124.0,1019.0,1032.0,442.0
claim,not verified,active,184684.0,45448.0,16168.0,271.0,11.0
claim,not verified,banned,571991.0,118126.0,29518.0,61.0,28.0
claim,not verified,under review,447614.0,106128.0,38373.0,451.0,15.0
claim,not verified,active,575837.0,307739.0,23048.0,1750.0,557.0
claim,not verified,active,758131.0,41367.0,11288.0,774.0,143.0
claim,not verified,active,11735.0,5065.0,754.0,29.0,12.0
claim,not verified,active,900306.0,128841.0,16998.0,206.0,132.0
claim,not verified,active,961244.0,261239.0,48968.0,3827.0,1905.0
claim,not verified,under review,635273.0,175868.0,21521.0,4356.0,2850.0
claim,not verified,active,990584.0,1453.0,54.0,28.0,4.0
claim,verified,active,718222.0,396315.0,114685.0,459.0,176.0
claim,not verified,under review,628072.0,231391.0,21795.0,4325.0,2069.0
claim,not verified,banned,856692.0,154882.0,2473.0,1168.0,65.0
claim,not verified,active,468227.0,185693.0,70648.0,2696.0,1521.0
claim,not verified,active,61855.0,1364.0,152.0,28.0,15.0
claim,not verified,active,701442.0,216292.0,68660.0,4214.0,545.0
claim,not verified,under review,52582.0,8554.0,189.0,196.0,50.0
claim,not verified,active,668914.0,226895.0,52290.0,1545.0,261.0
claim,not verified,active,15292.0,2127.0,656.0,37.0,2.0
claim,not verified,active,248049.0,52676.0,16482.0,230.0,52.0
claim,not verified,under review,938754.0,227008.0,11487.0,2770.0,1518.0
claim,verified,active,220113.0,75238.0,4381.0,616.0,25.0
claim,not verified,active,882030.0,389257.0,142003.0,3111.0,735.0
claim,not verified,active,30769.0,20086.0,2813.0,475.0,302.0
claim,not verified,under review,797671.0,358252.0,140234.0,3898.0,723.0
claim,not verified,under review,637549.0,376630.0,39588.0,8154.0,3115.0
claim,not verified,banned,571484.0,300189.0,79008.0,2329.0,737.0
claim,not verified,under review,175869.0,13490.0,3130.0,239.0,15.0
claim,not verified,active,800872.0,98999.0,6385.0,874.0,428.0
claim,not verified,banned,407973.0,124337.0,34076.0,53.0,13.0
claim,not verified,banned,805889.0,132044.0,44273.0,1386.0,68.0
claim,not verified,banned,68141.0,7823.0,12.0,148.0,93.0
claim,not verified,active,704013.0,123614.0,26875.0,2912.0,1870.0
claim,not verified,active,46530.0,4318.0,541.0,85.0,26.0
claim,not verified,active,964835.0,519174.0,162049.0,2617.0,1500.0
claim,not verified,active,552403.0,224190.0,53244.0,2306.0,513.0
claim,not verified,under review,153660.0,3760.0,213.0,77.0,24.0
claim,not verified,active,130084.0,41912.0,14182.0,310.0,194.0
claim,not verified,active,59770.0,12928.0,4053.0,144.0,50.0
claim,not verified,active,189276.0,67341.0,8612.0,1631.0,789.0
claim,not verified,active,791012.0,400197.0,1889.0,5332.0,1631.0
claim,not verified,banned,271057.0,27297.0,1716.0,332.0,121.0
claim,not verified,under review,729502.0,233193.0,37388.0,573.0,69.0
claim,not verified,active,856982.0,124353.0,10455.0,177.0,1.0
claim,not verified,under review,415850.0,97062.0,14069.0,2168.0,265.0
claim,not verified,under review,398512.0,201288.0,61557.0,3170.0,720.0
claim,not verified,active,185024.0,72232.0,13995.0,1720.0,885.0
claim,not verified,active,502036.0,315683.0,110818.0,5154.0,1629.0
claim,not verified,active,675204.0,243820.0,86134.0,3081.0,1344.0
claim,verified,active,520131.0,80795.0,23294.0,1120.0,498.0
claim,not verified,banned,668876.0,328535.0,115285.0,4180.0,1117.0
claim,not verified,active,172228.0,36039.0,9081.0,737.0,19.0
claim,not verified,active,178572.0,16837.0,3472.0,396.0,65.0
claim,not verified,active,341545.0,161118.0,56947.0,316.0,20.0
claim,not verified,active,406735.0,6771.0,1168.0,135.0,68.0
claim,not verified,banned,803148.0,242437.0,60073.0,5217.0,409.0
claim,not verified,active,429894.0,270611.0,58806.0,4062.0,492.0
claim,not verified,active,733128.0,459678.0,146828.0,10863.0,4933.0
claim,not verified,under review,950993.0,240134.0,73871.0,5250.0,560.0
claim,not verified,active,386663.0,125262.0,48075.0,2744.0,1114.0
claim,not verified,active,717985.0,345531.0,128551.0,6052.0,416.0
claim,not verified,active,63837.0,20307.0,2937.0,264.0,17.0
claim,not verified,active,535757.0,291560.0,97444.0,6655.0,4358.0
claim,not verified,under review,250326.0,54752.0,8289.0,684.0,17.0
claim,not verified,active,920751.0,334897.0,38935.0,1838.0,400.0
claim,not verified,active,826032.0,26984.0,231.0,408.0,29.0
claim,not verified,active,314963.0,115736.0,37625.0,1693.0,1089.0
claim,not verified,banned,210545.0,9443.0,2924.0,68.0,17.0
claim,not verified,under review,222140.0,61660.0,18342.0,1292.0,314.0
claim,not verified,active,849358.0,118304.0,24950.0,2886.0,580.0
claim,not verified,banned,371145.0,109147.0,18567.0,1059.0,252.0
claim,not verified,active,235595.0,28043.0,11007.0,236.0,122.0
claim,not verified,active,888610.0,479578.0,32366.0,1418.0,501.0
claim,not verified,under review,583816.0,324642.0,17016.0,5795.0,999.0
claim,not verified,under review,965857.0,468565.0,773.0,1876.0,395.0
claim,not verified,under review,98073.0,25391.0,1740.0,425.0,169.0
claim,not verified,active,602728.0,110613.0,2784.0,561.0,68.0
claim,not verified,under review,635003.0,390040.0,111275.0,8847.0,663.0
claim,not verified,banned,804791.0,471898.0,176421.0,10362.0,6868.0
claim,not verified,under review,208366.0,35864.0,8159.0,310.0,115.0
claim,not verified,active,289501.0,131137.0,14613.0,996.0,183.0
claim,not verified,active,749188.0,25479.0,5270.0,59.0,1.0
claim,not verified,banned,9245.0,3833.0,423.0,13.0,3.0
claim,not verified,active,456896.0,139858.0,32585.0,2025.0,1116.0
claim,not verified,active,63084.0,759.0,125.0,2.0,1.0
claim,not verified,under review,914482.0,745.0,14.0,12.0,1.0
claim,not verified,active,91863.0,55889.0,9012.0,620.0,170.0
claim,not verified,active,422545.0,75806.0,924.0,1620.0,643.0
claim,not verified,active,670668.0,443822.0,88470.0,1463.0,412.0
claim,not verified,banned,113702.0,19510.0,1742.0,256.0,91.0
claim,not verified,active,474353.0,223144.0,45224.0,2759.0,1751.0
claim,not verified,active,750585.0,19639.0,6798.0,302.0,90.0
claim,not verified,active,787596.0,365756.0,1545.0,3239.0,326.0
claim,not verified,active,522824.0,202391.0,3299.0,2286.0,281.0
claim,not verified,active,978343.0,545928.0,140869.0,3821.0,1263.0
claim,not verified,under review,856721.0,142691.0,39718.0,746.0,268.0
claim,not verified,banned,604085.0,333297.0,104617.0,6969.0,1240.0
claim,not verified,under review,649941.0,162188.0,57093.0,109.0,39.0
claim,not verified,active,299513.0,51423.0,17606.0,762.0,107.0
claim,not verified,active,356492.0,71854.0,12765.0,1101.0,221.0
claim,not verified,under review,428391.0,233427.0,66579.0,3327.0,1720.0
claim,not verified,active,952618.0,202114.0,3168.0,2326.0,152.0
claim,not verified,banned,670763.0,64063.0,12912.0,9.0,6.0
claim,not verified,active,791237.0,200658.0,54455.0,4470.0,1413.0
claim,not verified,banned,432730.0,42590.0,8227.0,1048.0,638.0
claim,not verified,under review,6273.0,2635.0,287.0,22.0,13.0
claim,not verified,active,820380.0,65971.0,17239.0,69.0,45.0
claim,not verified,active,293159.0,107975.0,22360.0,1358.0,306.0
claim,not verified,active,250953.0,152172.0,37007.0,1768.0,382.0
claim,not verified,active,150838.0,35572.0,12722.0,72.0,10.0
claim,not verified,active,817942.0,522060.0,157408.0,5722.0,2198.0
claim,not verified,under review,778669.0,408196.0,84266.0,3256.0,735.0
claim,not verified,active,864632.0,203895.0,26113.0,3004.0,1440.0
claim,not verified,active,885404.0,165497.0,32726.0,394.0,199.0
claim,not verified,active,627097.0,247374.0,33643.0,5808.0,2653.0
claim,not verified,active,186197.0,86740.0,21030.0,1436.0,734.0
claim,not verified,active,113046.0,58693.0,14789.0,1280.0,840.0
claim,not verified,active,945862.0,287587.0,47286.0,2247.0,1147.0
claim,not verified,active,998322.0,198218.0,60498.0,126.0,48.0
claim,not verified,active,3018.0,1355.0,2.0,26.0,12.0
claim,not verified,active,179460.0,73026.0,273.0,1606.0,959.0
claim,not verified,active,144692.0,72528.0,26341.0,1137.0,305.0
claim,not verified,active,846365.0,67867.0,5304.0,581.0,288.0
claim,not verified,active,76301.0,22680.0,8654.0,477.0,102.0
claim,not verified,active,651079.0,405086.0,114091.0,4968.0,539.0
claim,not verified,active,564030.0,238373.0,40303.0,4706.0,3080.0
claim,not verified,active,395199.0,117925.0,13256.0,1078.0,43.0
claim,not verified,banned,254659.0,63788.0,9101.0,252.0,47.0
claim,not verified,active,57142.0,2186.0,557.0,52.0,19.0
claim,not verified,banned,625988.0,41688.0,5820.0,117.0,35.0
claim,verified,active,202120.0,99968.0,33508.0,26.0,3.0
claim,not verified,active,938826.0,254682.0,57075.0,6364.0,2308.0
claim,not verified,active,330814.0,203318.0,19076.0,431.0,35.0
claim,not verified,active,871870.0,423571.0,95271.0,503.0,299.0
claim,not verified,banned,623950.0,413003.0,159147.0,5075.0,3001.0
claim,not verified,banned,25830.0,2543.0,119.0,36.0,12.0
claim,not verified,active,317806.0,57413.0,6108.0,1123.0,516.0
claim,not verified,active,61447.0,38026.0,4568.0,614.0,134.0
claim,not verified,active,416257.0,117144.0,34675.0,2072.0,338.0
claim,not verified,under review,32082.0,12757.0,4366.0,204.0,33.0
claim,not verified,active,244030.0,93042.0,36657.0,646.0,153.0
claim,not verified,active,308814.0,156294.0,4504.0,3672.0,1481.0
claim,not verified,banned,927062.0,203162.0,40431.0,4254.0,1906.0
claim,not verified,under review,443215.0,231756.0,38599.0,4663.0,482.0
claim,not verified,under review,75032.0,29389.0,4911.0,302.0,23.0
claim,not verified,under review,562561.0,61543.0,24158.0,881.0,555.0
claim,not verified,banned,802609.0,394180.0,38312.0,6216.0,1844.0
claim,not verified,under review,418271.0,2741.0,322.0,31.0,10.0
claim,not verified,banned,811557.0,197209.0,51539.0,1447.0,140.0
claim,not verified,active,653040.0,16222.0,1471.0,139.0,53.0
claim,not verified,active,179544.0,81700.0,14476.0,154.0,4.0
claim,not verified,active,48905.0,13029.0,2737.0,154.0,1.0
claim,not verified,banned,77186.0,7885.0,1189.0,29.0,1.0
claim,not verified,under review,531395.0,117709.0,26552.0,2653.0,82.0
claim,not verified,banned,118126.0,44380.0,14429.0,841.0,462.0
claim,not verified,active,304741.0,50080.0,7615.0,462.0,277.0
claim,not verified,active,776792.0,226182.0,62539.0,1507.0,928.0
claim,not verified,active,74780.0,16207.0,1334.0,218.0,126.0
claim,not verified,banned,417050.0,265930.0,15794.0,1563.0,562.0
claim,not verified,active,645788.0,407340.0,131017.0,831.0,307.0
claim,not verified,under review,262349.0,142178.0,27177.0,617.0,370.0
claim,not verified,active,13741.0,2055.0,798.0,42.0,20.0
claim,not verified,active,8954.0,4256.0,890.0,18.0,9.0
claim,not verified,active,30953.0,7926.0,2865.0,75.0,40.0
claim,not verified,active,132601.0,83821.0,5630.0,2055.0,601.0
claim,not verified,banned,125198.0,46072.0,9135.0,1082.0,459.0
claim,not verified,active,854777.0,534967.0,77108.0,10620.0,296.0
claim,not verified,active,719153.0,147589.0,27796.0,1410.0,609.0
claim,not verified,active,788097.0,105721.0,34128.0,2565.0,1635.0
claim,not verified,active,813689.0,57671.0,22284.0,879.0,526.0
claim,not verified,banned,642865.0,287654.0,338.0,4408.0,702.0
claim,not verified,active,840361.0,313893.0,49464.0,4738.0,2872.0
claim,not verified,active,882233.0,470541.0,137531.0,1756.0,979.0
claim,not verified,active,612704.0,351906.0,21645.0,118.0,19.0
claim,not verified,under review,585971.0,268004.0,41226.0,4393.0,1520.0
claim,not verified,active,149059.0,4753.0,1551.0,118.0,48.0
claim,not verified,active,62149.0,26919.0,10734.0,195.0,29.0
claim,not verified,under review,920831.0,527889.0,102677.0,4744.0,338.0
claim,not verified,under review,348230.0,204973.0,28137.0,4939.0,743.0
claim,not verified,active,795092.0,513899.0,14995.0,7691.0,2606.0
claim,not verified,active,783641.0,494072.0,190153.0,7432.0,594.0
claim,not verified,banned,524300.0,2815.0,582.0,42.0,22.0
claim,not verified,active,426615.0,35804.0,13123.0,174.0,62.0
claim,not verified,active,217753.0,20806.0,6392.0,433.0,252.0
claim,verified,active,532643.0,274418.0,3776.0,4802.0,230.0
claim,not verified,under review,34090.0,15945.0,2771.0,184.0,56.0
claim,not verified,active,340501.0,56732.0,15657.0,303.0,74.0
claim,not verified,active,434117.0,67040.0,21949.0,1381.0,794.0
claim,not verified,active,451340.0,234942.0,64351.0,5804.0,2532.0
claim,not verified,active,422316.0,104763.0,7786.0,2534.0,1518.0
claim,not verified,active,616613.0,74693.0,26892.0,1483.0,850.0
claim,not verified,under review,149191.0,28815.0,10956.0,715.0,257.0
claim,not verified,banned,279547.0,157682.0,16516.0,3633.0,1603.0
claim,not verified,under review,248890.0,62108.0,9381.0,1073.0,583.0
claim,not verified,active,881874.0,452531.0,94704.0,2297.0,1146.0
claim,not verified,active,56312.0,12746.0,4652.0,229.0,138.0
claim,not verified,active,483691.0,113017.0,624.0,2451.0,1033.0
claim,not verified,under review,997647.0,76021.0,11195.0,558.0,46.0
claim,not verified,active,328564.0,212456.0,2836.0,2951.0,46.0
claim,not verified,active,658442.0,265940.0,66405.0,898.0,84.0
claim,not verified,active,646479.0,146646.0,58354.0,1629.0,795.0
claim,not verified,active,210167.0,133935.0,46405.0,900.0,446.0
claim,not verified,active,444613.0,145657.0,49691.0,1096.0,95.0
claim,not verified,active,729598.0,312455.0,73767.0,7108.0,841.0
claim,not verified,active,498253.0,120609.0,10121.0,870.0,402.0
claim,verified,active,702334.0,111118.0,40504.0,1197.0,210.0
claim,not verified,banned,189922.0,110240.0,34308.0,259.0,121.0
claim,not verified,active,263531.0,144494.0,9388.0,1777.0,753.0
claim,not verified,active,461932.0,68918.0,11954.0,286.0,121.0
claim,not verified,active,264435.0,119795.0,15652.0,1155.0,328.0
claim,not verified,active,707211.0,100812.0,33185.0,1551.0,567.0
claim,not verified,active,398057.0,151917.0,40314.0,1502.0,546.0
claim,not verified,active,219577.0,36299.0,9152.0,212.0,14.0
claim,not verified,banned,629110.0,241311.0,58652.0,786.0,216.0
claim,not verified,active,283150.0,98617.0,39113.0,1508.0,257.0
claim,not verified,active,332003.0,63293.0,24054.0,1580.0,489.0
claim,not verified,active,595677.0,356571.0,113230.0,343.0,137.0
claim,not verified,active,429889.0,117396.0,34620.0,2831.0,1563.0
claim,not verified,active,482347.0,193603.0,35715.0,2570.0,247.0
claim,not verified,active,684706.0,32583.0,9556.0,653.0,90.0
claim,not verified,under review,16594.0,8250.0,1099.0,109.0,14.0
claim,not verified,active,80254.0,52473.0,12686.0,125.0,56.0
claim,not verified,active,324159.0,9027.0,1958.0,150.0,89.0
claim,not verified,active,119259.0,28577.0,9764.0,176.0,4.0
claim,not verified,under review,887853.0,518971.0,172651.0,12524.0,4734.0
claim,not verified,banned,226290.0,100908.0,21887.0,1703.0,824.0
claim,not verified,banned,886342.0,382904.0,86237.0,5938.0,1243.0
claim,not verified,active,277342.0,170785.0,52281.0,93.0,62.0
claim,not verified,active,534473.0,274126.0,14219.0,672.0,433.0
claim,not verified,active,483865.0,73257.0,29287.0,963.0,431.0
claim,not verified,active,977130.0,12176.0,2541.0,90.0,8.0
claim,not verified,banned,268451.0,9471.0,2494.0,51.0,3.0
claim,not verified,banned,709003.0,272591.0,20676.0,2929.0,211.0
claim,not verified,active,665093.0,159675.0,32737.0,1895.0,515.0
claim,not verified,active,353547.0,153363.0,58150.0,916.0,331.0
claim,not verified,active,984626.0,298343.0,5439.0,6255.0,326.0
claim,not verified,active,316587.0,110689.0,6323.0,1803.0,41.0
